fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,q_max,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,np_001,ta_min,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,q_mar,inso,p_sol,evap,nw_55,w_racha,nw_91,w_rec,ts_20,ts_10,ts_50,glo
2004-8,3100B,0.0(--),,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2004-9,3100B,0.0(--),,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2004-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-1,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-3,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-4,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-5,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-7,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-8,3100B,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,134.0,,,,
2005-9,3100B,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
2005-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,120.0,,,,
2005-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,130.0,,,,
2005-12,3100B,5.7(02),,73.0,,,,,-0.8,15.0(09),8.1,0.0,,,0.0,,5.0,-6.4(16),65.0,0.0,,16.3,,,6.0,21.0,7.9,,5.0,10.8,,,3.0,,,,,1.0,26/15.3(02),0.0,127.0,,,,
2005-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-1,3100B,12.7(06),,75.0,,,,,0.0,14.1(19),4.9,0.0,,,2.0,,6.0,-7.2(30),65.0,0.0,,28.6,,,5.0,16.0,4.2,,4.8,9.6,,,4.0,,,,,0.0,32/12.5(01),0.0,123.0,,,,
2006-2,3100B,5.2(25),,68.0,,,,,-0.2,17.7(13),8.3,0.0,,,0.0,,5.0,-6.5(06),63.0,0.0,,15.5,,,5.0,14.0,6.2,,6.1,12.3,,,4.0,,,,,1.0,22/16.4(19),0.0,134.0,,,,
2006-3,3100B,6.4(04),,62.0,,,,,3.9,24.2(26),10.1,0.0,,,0.0,,8.0,-5.3(01),82.0,0.0,,25.1,,,8.0,5.0,8.4,,10.8,17.6,,,7.0,,,,,1.0,34/18.3(05),0.0,168.0,,,,
2006-4,3100B,11.2(17),,56.0,,,,,6.8,28.2(04),11.4,0.0,,,1.0,,8.0,2.1(18),96.0,0.0,,36.9,,,6.0,0.0,13.4,,14.4,21.8,,,6.0,,,,,0.0,15/12.2(22),0.0,136.0,,,,
2006-5,3100B,24.1(11),,,,,,,11.8,36.6(17),20.5,7.0,,,2.0,,5.0,5.5(08),119.0,0.0,,48.6,,,7.0,0.0,17.5,,19.5,27.1,,,4.0,,,,,1.0,13/17.2(03),0.0,161.0,,,,
2006-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-7,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-8,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-9,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-1,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-3,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-4,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-5,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-7,3100B,0.3(06),,43.0,,,,,15.3,38.8(31),20.1,24.0,,,0.0,,1.0,10.9(24),149.0,0.0,,0.3,,,6.0,0.0,28.0,,24.2,33.0,,,0.0,,,,,0.0,13/12.2(06),0.0,146.0,,,,
2007-8,3100B,12.5(05),,45.0,,,,,15.5,37.6(05),21.2,17.0,,,1.0,,3.0,9.3(22),142.0,0.0,,20.1,,,7.0,0.0,25.8,,23.5,31.4,,,2.0,,,,,5.0,12/22.5(25),0.0,191.0,,,,
2007-9,3100B,1.1(09),,52.0,,,,,13.6,33.5(03),17.9,12.0,,,0.0,,7.0,4.0(27),136.0,0.0,,3.4,,,5.0,0.0,20.4,,21.3,28.9,,,2.0,,,,,0.0,10/11.1(10),0.0,137.0,,,,
2007-10,3100B,44.1(02),,60.0,,,,,7.4,25.6(08),14.5,0.0,,,2.0,,5.0,0.5(26),100.0,1.0,,62.6,,,4.0,0.0,15.4,,14.7,21.9,,,3.0,,,,,0.0,16/14.7(03),0.0,106.0,,,,
2007-11,3100B,8.1(20),,60.0,,,,,-1.5,21.7(04),6.5,0.0,,,0.0,,2.0,-9.2(18),62.0,0.0,,13.7,,,3.0,21.0,11.7,,7.5,16.4,,,2.0,,,,,0.0,17/12.8(20),0.0,101.0,,,,
2007-12,3100B,,,,,,,,,,,,,,,,,,64.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
2007-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-1,3100B,5.2(11),,72.0,,,,,0.9,18.3(20),9.3,0.0,,,0.0,,8.0,-5.2(01),74.0,0.0,,15.3,,,5.0,14.0,7.3,,7.2,13.4,,,4.0,,,,,1.0,27/15.3(16),0.0,104.0,,,,
2008-2,3100B,6.2(24),,66.0,,,,,2.6,20.4(27),8.6,0.0,,,0.0,,8.0,-4.1(11),76.0,0.0,,22.2,,,8.0,9.0,10.9,,8.8,14.9,,,5.0,,,,,0.0,99/14.7(17),0.0,185.0,,,,
2008-3,3100B,4.8(22),,52.0,,,,,2.4,24.6(14),8.3,0.0,,,0.0,,2.0,-4.8(06),67.0,0.0,,6.6,,,8.0,7.0,10.3,,10.2,18.0,,,2.0,,,,,5.0,32/18.6(22),0.0,193.0,,,,
2008-4,3100B,17.2(08),,55.0,,,,,6.6,28.5(26),12.0,0.0,,,3.0,,12.0,0.4(12),89.0,0.0,,74.2,,,7.0,0.0,11.6,,13.6,20.6,,,8.0,,,,,1.0,30/16.7(18),0.0,165.0,,,,
2008-5,3100B,24.2(10),,59.0,,,,,9.6,28.4(03),13.8,0.0,,,3.0,,18.0,3.6(01),108.0,0.0,,90.8,,,6.0,0.0,11.0,,15.4,21.1,,,11.0,,,,,1.0,03/16.1(19),0.0,135.0,,,,
2008-6,3100B,13.5(08),,46.0,,,,,13.4,37.1(29),21.7,13.0,,,1.0,,7.0,7.1(06),128.0,0.0,,26.3,,,7.0,0.0,17.3,,21.2,29.0,,,4.0,,,,,0.0,13/12.5(21),0.0,164.0,,,,
2008-7,3100B,2.9(15),,41.0,,,,,15.9,39.1(23),21.6,25.0,,,0.0,,1.0,10.8(07),145.0,0.0,,2.9,,,7.0,0.0,27.6,,24.5,33.1,,,1.0,,,,,0.0,12/13.9(14),0.0,148.0,,,,
2008-8,3100B,0.0(--),,42.0,,,,,16.7,39.3(04),22.7,26.0,,,0.0,,0.0,11.6(15),150.0,0.0,,0.0,,,6.0,0.0,28.1,,25.1,33.3,,,0.0,,,,,0.0,12/12.8(27),0.0,162.0,,,,
2008-9,3100B,,,,,,,,,,,,,,,,,,125.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
2008-10,3100B,41.3(11),,63.0,,,,,8.6,26.4(02),15.3,0.0,,,5.0,,14.0,-0.1(30),107.0,1.0,,132.6,,,5.0,1.0,11.5,,14.7,20.8,,,10.0,,,,,2.0,14/19.7(11),0.0,134.0,,,,
2008-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12,3100B,11.5(07),,73.0,,,,,-0.2,16.3(22),9.2,0.0,,,1.0,,8.0,-6.0(25),67.0,0.0,,36.6,,,6.0,21.0,6.0,,5.5,11.1,,,4.0,,,,,0.0,03/12.8(09),0.0,127.0,,,,
2008-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-1,3100B,,,76.0,,,,,-0.5,16.0(29),11.7,0.0,,,,,,-11.1(11),66.0,,,,,,6.0,16.0,-0.7,,4.1,8.6,,,,,,,,1.0,30/17.8(24),0.0,151.0,,,,
2009-2,3100B,5.8(04),,65.0,,,,,0.2,20.4(27),6.8,0.0,,,0.0,,7.0,-3.8(14),64.0,0.0,,17.8,,,6.0,16.0,6.0,,7.2,14.3,,,6.0,,,,,1.0,25/16.4(04),0.0,148.0,,,,
2009-3,3100B,8.0(28),,55.0,,,,,2.5,25.3(27),6.5,0.0,,,0.0,,7.0,-1.3(26),71.0,0.0,,24.6,,,5.0,2.0,9.6,,10.8,19.1,,,5.0,,,,,3.0,33/21.1(04),0.0,152.0,,,,
2009-4,3100B,4.2(15),,54.0,,,,,3.7,27.1(24),8.3,0.0,,,0.0,,9.0,-2.3(01),78.0,0.0,,12.1,,,7.0,4.0,12.9,,11.5,19.3,,,2.0,,,,,0.0,30/13.3(16),0.0,145.0,,,,
2009-5,3100B,15.0(22),,44.0,,,,,10.3,34.8(20),16.0,9.0,,,1.0,,6.0,4.7(02),105.0,0.0,,22.9,,,6.0,0.0,17.2,,18.8,27.2,,,3.0,,,,,2.0,08/19.7(31),0.0,136.0,,,,
2009-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2009-7,3100B,0.0(--),,38.0,,,,,16.4,39.3(26),19.6,29.0,,,0.0,,0.0,12.4(18),145.0,0.0,,0.0,,,,0.0,29.2,,25.4,34.5,,,0.0,,,,,,,,,,,,
2009-8,3100B,,,40.0,,,,,18.0,37.5(05),21.9,29.0,,,,,,11.7(02),151.0,,,,,,5.0,0.0,30.4,,26.4,34.8,,,,,,,,1.0,11/20.0(10),0.0,127.0,,,,
2009-9,3100B,1.1(18),,51.0,,,,,14.3,34.0(07),21.0,12.0,,,0.0,,3.0,8.0(21),134.0,0.0,,1.7,,,4.0,0.0,18.0,,21.5,28.6,,,1.0,,,,,0.0,32/13.6(12),0.0,139.0,,,,
2009-10,3100B,11.4(21),,,,,,,9.0,30.9(06),17.0,2.0,,,1.0,,2.0,-0.7(18),106.0,0.0,,19.8,,,4.0,1.0,15.6,,16.9,24.8,,,2.0,,,,,,,,,,,,
2009-11,3100B,9.3(26),,61.0,,,,,4.9,25.6(01),10.4,0.0,,,0.0,,5.0,-2.9(24),83.0,0.0,,18.8,,,6.0,2.0,9.9,,11.3,17.6,,,2.0,,,,,1.0,31/15.3(07),0.0,142.0,,,,
2009-12,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-1,3100B,12.7(03),,73.0,,,,,1.3,15.3(18),8.2,0.0,,,2.0,,13.0,-5.9(11),69.0,0.0,,56.1,,,6.0,11.0,0.3,,5.4,9.5,,,9.0,,,,,,,,,,,,
2010-2,3100B,25.3(15),,67.0,,,,,1.4,21.2(27),9.5,0.0,,,1.0,,14.0,-6.1(14),67.0,0.0,,72.4,,,5.0,10.0,3.2,,6.3,11.2,,,10.0,,,,,,,,,,,,
2010-3,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-4,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-5,3100B,17.4(08),,49.0,,,,,9.0,33.0(31),15.0,3.0,,,1.0,,8.0,3.7(16),101.0,0.0,,28.6,,,5.0,0.0,13.1,,16.1,23.2,,,4.0,,,,,,,,,,,,
2010-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-7,3100B,12.1(02),,41.0,,,,,18.4,38.0(11),25.2,29.0,,,1.0,,2.0,11.9(15),162.0,0.0,,15.8,,,4.0,0.0,30.5,,26.9,35.3,,,2.0,,,,,,,,,,,,
2010-8,3100B,3.1(16),,45.0,,,,,17.2,38.7(26),22.8,25.0,,,0.0,,3.0,11.1(15),157.0,0.0,,6.6,,,,0.0,26.1,,25.5,33.8,,,3.0,,,,,,,,,,,,
2010-9,3100B,7.1(16),,51.0,,,,,12.8,34.6(05),18.0,10.0,,,0.0,,4.0,4.5(27),126.0,0.0,,13.6,,,4.0,0.0,19.7,,20.5,28.2,,,3.0,,,,,,,,,,,,
2010-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,3100B,8.3(20),,69.0,,,,,2.3,24.3(04),8.3,0.0,,,0.0,,11.0,-5.0(28),77.0,0.0,,32.9,,,5.0,7.0,4.1,,8.6,14.8,,,9.0,,,,,1.0,29/16.1(08),0.0,101.0,,,,
2010-12,3100B,8.5(20),,,,,,,,,,,,,0.0,,15.0,,75.0,0.0,,40.9,,,4.0,,,,,,,,11.0,,,,,,,,,,,,
2010-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-1,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-3,3100B,5.7(04),,64.0,,,,,4.2,24.3(31),9.2,0.0,,,0.0,,12.0,-2.4(03),77.0,0.0,,30.6,,,9.0,3.0,7.6,,9.7,15.3,,,8.0,,,,,4.0,13/16.1(08),0.0,237.0,,,,
2011-4,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-5,3100B,20.7(07),,50.0,,,,,11.8,33.0(24),15.6,6.0,,,2.0,,9.0,6.6(08),119.0,0.0,,57.4,,,7.0,0.0,18.2,,19.3,26.7,,,6.0,,,,,1.0,15/15.3(06),0.0,170.0,,,,
2011-6,3100B,31.3(06),,40.0,,,,,14.5,39.0(27),21.5,19.0,,,1.0,,2.0,7.5(02),131.0,1.0,,35.6,,,6.0,0.0,23.3,,23.1,31.7,,,2.0,,,,,0.0,30/12.2(22),0.0,130.0,,,,
2011-7,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-8,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-9,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2011-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
2011-12,3100B,4.2(02),,72.0,,,,,-0.2,16.6(06),7.1,0.0,,,0.0,,4.0,-5.3(30),65.0,0.0,,7.9,,,2.0,16.0,4.1,,6.0,12.1,,,2.0,,,,,,,,,,,,
2011-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-1,3100B,2.3(15),,68.0,,,,,-2.2,16.7(06),2.7,0.0,,,0.0,,3.0,-5.9(09),59.0,0.0,,6.7,,,4.0,27.0,5.3,,5.6,13.4,,,3.0,,,,,,,,,,,,
2012-2,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-3,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-4,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-5,3100B,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
2012-6,3100B,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
2012-7,3100B,,,38.0,,,,,15.8,38.8(19),20.7,27.0,,,,,,10.3(02),147.0,,,,,,6.0,0.0,28.5,,25.3,34.8,,,,,,,,0.0,32/15.0(11),0.0,119.0,,,,
2012-8,3100B,0.1(18),,39.0,,,,,17.3,42.6(10),25.4,27.0,,,0.0,,1.0,11.7(26),151.0,0.0,,0.1,,,6.0,0.0,29.3,,26.4,35.5,,,0.0,,,,,,,,,,,,
2012-9,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,3100B,20.9(08),,72.0,,,,,5.4,19.6(14),10.5,0.0,,,4.0,,11.0,-1.7(28),90.0,0.0,,79.1,,,,3.0,9.2,,10.2,14.9,,,8.0,,,,,,,,,,,,
2012-12,3100B,5.4(25),,75.0,,,,,1.3,17.2(24),9.9,0.0,,,0.0,,9.0,-5.1(02),74.0,0.0,,12.5,,,4.0,14.0,4.0,,6.5,11.7,,,5.0,,,,,,,,,,,,
2012-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1,3100B,11.7(22),,71.0,,,,,1.2,18.7(26),9.4,0.0,,,1.0,,9.0,-4.5(05),68.0,0.0,,28.9,,,6.0,10.0,4.9,,6.2,11.3,,,5.0,,,,,2.0,33/17.2(24),0.0,145.0,,,,
2013-2,3100B,6.3(10),,61.0,,,,,0.2,17.1(13),6.3,0.0,,,0.0,,8.0,-4.5(26),60.0,0.0,,23.6,,,8.0,18.0,6.4,,6.2,12.2,,,6.0,,,,,2.0,32/16.7(27),0.0,183.0,,,,
2013-3,3100B,27.0(31),,67.0,,,,,4.5,18.1(30),9.6,0.0,,,3.0,,17.0,-3.3(14),81.0,0.0,,108.1,,,8.0,4.0,8.8,,9.6,14.6,,,15.0,,,,,1.0,99/20.3(04),0.0,188.0,,,,
2013-4,3100B,9.4(03),,56.0,,,,,5.3,29.2(17),10.6,0.0,,,0.0,,7.0,-1.2(07),86.0,0.0,,36.5,,,7.0,2.0,8.4,,12.3,19.2,,,5.0,,,,,0.0,04/12.8(28),0.0,151.0,,,,
2013-5,3100B,15.2(14),,50.0,,,,,6.9,28.4(13),14.3,0.0,,,1.0,,8.0,1.7(02),90.0,0.0,,43.1,,,7.0,0.0,11.8,,14.5,22.0,,,7.0,,,,,0.0,03/14.7(29),0.0,133.0,,,,
2013-6,3100B,4.3(05),,42.0,,,,,11.8,35.9(16),17.6,13.0,,,0.0,,3.0,4.2(01),117.0,0.0,,5.0,,,6.0,0.0,20.1,,20.4,29.0,,,1.0,,,,,0.0,12/11.1(26),0.0,136.0,,,,
2013-7,3100B,9.0(21),,40.0,,,,,17.3,38.8(08),21.7,29.0,,,0.0,,2.0,11.1(29),156.0,0.0,,9.6,,,6.0,0.0,25.8,,26.3,35.3,,,1.0,,,,,2.0,14/15.6(13),0.0,140.0,,,,
2013-8,3100B,9.4(12),,43.0,,,,,17.1,39.4(01),21.5,27.0,,,0.0,,3.0,12.2(30),159.0,0.0,,14.8,,,6.0,0.0,27.4,,26.0,34.8,,,3.0,,,,,1.0,09/18.6(12),0.0,128.0,,,,
2013-9,3100B,24.4(28),,51.0,,,,,13.8,33.8(03),17.7,20.0,,,2.0,,4.0,9.2(13),140.0,0.0,,41.4,,,5.0,0.0,21.0,,22.0,30.2,,,2.0,,,,,0.0,30/11.7(23),0.0,116.0,,,,
2013-10,3100B,,,61.0,,,,,9.3,28.2(17),18.4,0.0,,,,,,0.6(31),114.0,,,,,,4.0,0.0,16.8,,16.4,23.4,,,,,,,,0.0,16/12.2(04),0.0,91.0,,,,
2013-11,3100B,9.6(17),,63.0,,,,,1.3,23.8(06),10.7,0.0,,,0.0,,4.0,-6.2(29),72.0,0.0,,12.1,,,5.0,13.0,6.1,,8.3,15.3,,,2.0,,,,,0.0,29/12.5(04),0.0,106.0,,,,
2013-12,3100B,15.2(24),,69.0,,,,,-1.7,16.2(04),6.8,0.0,,,2.0,,7.0,-6.7(07),61.0,0.0,,36.8,,,4.0,18.0,8.8,,5.5,12.6,,,5.0,,,,,0.0,25/15.0(24),0.0,111.0,,,,
2013-13,3100B,,,56.0,,,,,7.3,39.4(01/ago),21.7,89.0,,,,,,-6.7(07/dic),100.0,,,,,,6.0,65.0,4.9,,14.5,21.7,,,,,,,,8.0,99/20.3(04/mar),0.0,136.0,,,,
2014-1,3100B,12.2(04),,73.0,,,,,2.9,17.7(25),10.1,0.0,,,1.0,,18.0,-1.3(21),78.0,0.0,,60.9,,,5.0,5.0,8.3,,7.8,12.6,,,12.0,,,,,0.0,32/15.0(04),0.0,130.0,,,,
2014-2,3100B,19.9(09),,67.0,,,,,2.5,17.9(13),10.9,0.0,,,1.0,,17.0,-2.7(22),72.0,0.0,,48.7,,,7.0,7.0,6.6,,7.5,12.6,,,10.0,,,,,2.0,30/18.3(10),0.0,161.0,,,,
2014-3,3100B,25.7(29),,54.0,,,,,3.6,25.1(18),9.5,0.0,,,1.0,,7.0,-2.1(27),71.0,0.0,,32.6,,,7.0,4.0,12.5,,10.8,18.0,,,3.0,,,,,3.0,32/18.6(25),0.0,171.0,,,,
2014-4,3100B,9.0(02),,54.0,,,,,8.5,29.5(17),11.9,0.0,,,0.0,,8.0,4.4(04),100.0,0.0,,25.7,,,,0.0,14.5,,15.8,23.0,,,5.0,,,,,,,,,,,,
2014-5,3100B,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-6,3100B,10.7(24),,42.0,,,,,13.5,35.1(14),18.6,19.0,,,1.0,,3.0,8.0(02),125.0,0.0,,13.9,,,5.0,0.0,23.1,,21.9,30.4,,,2.0,,,,,,,,,,,,
2014-7,3100B,,,40.0,,,,,15.5,39.5(16),22.6,21.0,,,,,,10.9(04),138.0,,,,,,,0.0,25.7,,24.2,32.9,,,,,,,,,,,,,,,
2014-8,3100B,0.0(--),,43.0,,,,,16.5,36.5(07),20.5,27.0,,,0.0,,0.0,11.7(21),157.0,0.0,,0.0,,,,0.0,29.2,,25.2,33.9,,,0.0,,,,,,,,,,,,
2014-9,3100B,13.2(21),,54.0,,,,,14.2,38.6(02),18.5,13.0,,,1.0,,8.0,8.5(26),140.0,0.0,,24.2,,,5.0,0.0,21.2,,21.6,29.0,,,5.0,,,,,0.0,25/15.0(02),0.0,105.0,,,,
2014-10,3100B,16.8(10),,58.0,,,,,10.7,30.2(19),16.0,1.0,,,4.0,,7.0,3.9(23),116.0,0.0,,62.2,,,4.0,0.0,16.2,,18.1,25.5,,,6.0,,,,,0.0,15/12.2(11),0.0,99.0,,,,
2014-11,3100B,16.4(13),,72.0,,,,,6.8,24.1(01),13.3,0.0,,,5.0,,18.0,0.3(10),98.0,0.0,,97.5,,,,0.0,10.2,,11.7,16.5,,,11.0,,,,,,,,,,,,
2014-12,3100B,19.3(13),,71.0,,,,,-0.4,16.6(01),7.2,0.0,,,1.0,,3.0,-7.0(30),65.0,0.0,,22.3,,,,18.0,6.1,,6.1,12.6,,,2.0,,,,,,,,,,,,
2014-13,3100B,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1,3100B,14.4(30),,65.0,,,,,-2.5,16.2(12),10.6,0.0,,,2.0,,4.0,-6.6(01),55.0,0.0,,30.3,,,,27.0,4.3,,5.1,12.6,,,4.0,,,,,,,,,,,,
2015-2,3100B,16.5(16),,61.0,,,,,0.8,18.0(28),7.6,0.0,,,1.0,,6.0,-6.4(08),60.0,0.0,,36.3,,,0.0,9.0,4.4,,6.8,12.7,,,6.0,,,,,,,,,,,,
2015-3,3100B,17.4(23),,57.0,,,,,2.7,28.0(31),7.9,0.0,,,1.0,,8.0,-3.6(06),74.0,0.0,,39.1,,,,9.0,10.3,,10.6,18.5,,,5.0,,,,,,,,,,,,
2015-4,3100B,9.7(26),,52.0,,,,,7.0,25.8(23),10.8,0.0,,,0.0,,5.0,1.8(02),88.0,0.0,,23.0,,,,0.0,12.7,,14.5,21.8,,,4.0,,,,,,,,,,,,
2015-5,3100B,0.6(19),,42.0,,,,,10.7,38.1(13),16.3,13.0,,,0.0,,3.0,4.4(20),109.0,0.0,,1.0,,,,0.0,22.8,,19.8,28.8,,,0.0,,,,,,,,,,,,
2015-6,3100B,19.3(10),,39.0,,,,,15.4,41.1(29),21.4,22.0,,,1.0,,6.0,10.4(14),130.0,0.0,,37.9,,,,0.0,21.9,,24.0,32.5,,,5.0,,,,,,,,,,,,
2015-7,3100B,0.8(31),,38.0,,,,,19.3,42.0(06),23.8,30.0,,,0.0,,2.0,16.3(09),168.0,0.0,,1.1,,,,0.0,31.6,,28.7,38.1,,,0.0,,,,,,,,,,,,
2015-8,3100B,7.7(21),,45.0,,,,,17.4,39.2(06),22.3,23.0,,,0.0,,3.0,9.7(25),161.0,0.0,,8.4,,,,0.0,26.0,,25.7,33.9,,,1.0,,,,,,,,,,,,
2015-9,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,3100B,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,3100B,0.7(28),,66.0,,,,,1.3,21.3(05),7.7,0.0,,,0.0,,2.0,-4.9(01),72.0,0.0,,0.9,,,,11.0,12.0,,8.8,16.2,,,0.0,,,,,,,,,,,,
2015-13,3100B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-1,3100B,9.7(01),,73.0,,,,,3.9,21.3(24),10.1,0.0,,,0.0,,13.0,-5.4(17),84.0,0.0,,35.8,,,,4.0,7.7,,8.6,13.2,,,6.0,,,,,,,,,,,,
2016-2,3100B,9.5(06),,63.0,,,,,2.5,17.6(01),12.5,0.0,,,0.0,,9.0,-5.0(17),70.0,0.0,,35.2,,,,8.0,9.7,,8.2,13.9,,,7.0,,,,,,,,,,,,
