fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,q_max,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,np_001,ta_min,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,q_mar,inso,p_sol,evap,nw_55,w_racha,nw_91,w_rec,ts_20,ts_10,ts_50,glo
1989-3,3175,6.2(17),5.0,58.0,0.0,1.0,955.1(23),946.3,4.4,24.4(11),10.4,0.0,0.0,6.0,0.0,20.0,6.0,1.2(20),81.0,0.0,1.0,15.8,8.0,3.0,7.0,0.0,13.0,0.0,11.9,19.3,0.0,933.9(17),3.0,1017.4,6.8,57.0,,0.0,06/15.0(13),0.0,,,,,
1989-4,3175,10.3(25),10.0,61.0,1.0,2.0,951.9(28),940.1,4.3,21.4(29),8.4,0.0,0.0,1.0,1.0,18.0,13.0,-1.2(27),81.0,0.0,1.0,43.1,16.0,1.0,11.0,1.0,8.0,0.0,10.4,16.5,0.0,921.9(04),7.0,1011.0,5.8,43.0,1421.0,3.0,36/17.2(26),0.0,,,,,
1989-5,3175,37.7(24),8.0,54.0,0.0,2.0,954.6(16),944.9,10.3,29.5(14),14.4,0.0,0.0,7.0,3.0,16.0,12.0,1.2(01),109.0,1.0,0.0,111.2,14.0,9.0,7.0,0.0,14.6,0.0,17.6,24.8,0.0,938.3(22),11.0,1014.3,8.3,58.0,1605.0,1.0,24/18.1(21),0.0,,,,,
1989-6,3175,1.7(19),0.0,47.0,0.0,0.0,951.0(20),945.2,13.9,35.5(30),18.0,18.0,0.0,10.0,0.0,20.0,3.0,8.0(04),127.0,0.0,0.0,2.3,6.0,3.0,7.0,0.0,19.5,0.0,21.4,29.0,0.0,941.2(08),1.0,1013.5,10.8,72.0,2221.0,1.0,25/19.2(01),0.0,,,,,
1989-7,3175,5.4(29),0.0,36.0,0.0,0.0,952.2(21),946.5,18.3,37.6(20),21.0,31.0,0.0,18.0,0.0,13.0,2.0,14.0(07),131.0,0.0,0.0,7.8,4.0,2.0,9.0,0.0,30.0,0.0,26.4,34.5,0.0,939.1(03),2.0,1013.6,11.3,76.0,3437.0,3.0,29/21.1(21),0.0,,,,,
1989-8,3175,0.7(03),2.0,40.0,3.0,0.0,951.1(23),944.0,18.2,37.8(01),23.8,27.0,0.0,12.0,0.0,17.0,2.0,15.0(31),134.0,0.0,0.0,0.8,1.0,1.0,9.0,0.0,27.5,0.0,25.6,32.9,0.0,936.0(05),0.0,1011.3,10.7,77.0,3475.0,1.0,22/16.9(09),0.0,,,,,
1989-9,3175,38.0(07),4.0,58.0,0.0,0.0,950.9(15),945.6,13.4,30.2(15),16.2,2.0,0.0,8.0,2.0,18.0,4.0,9.8(30),132.0,1.0,0.0,64.1,5.0,3.0,7.0,0.0,18.8,0.0,19.6,25.8,0.0,938.6(09),3.0,1014.6,,,1801.0,0.0,08/11.4(04),0.0,,,,,
1989-10,3175,9.0(17),4.0,66.0,0.0,0.0,957.6(30),949.1,9.8,27.9(04),14.5,0.0,0.0,10.0,0.0,17.0,2.0,4.7(26),123.0,0.0,0.0,10.2,4.0,0.0,6.0,0.0,18.0,0.0,16.3,22.8,0.0,937.6(27),2.0,1019.3,7.4,66.0,1386.0,0.0,35/14.4(08),0.0,,,,,
1989-11,3175,18.5(15),14.0,81.0,0.0,0.0,954.6(04),942.1,8.2,24.3(01),11.8,0.0,0.0,2.0,5.0,14.0,16.0,0.0(04),116.0,0.0,0.0,102.2,17.0,0.0,11.0,1.0,11.0,0.0,12.1,16.0,0.0,929.2(22),14.0,1012.9,3.6,35.0,852.0,1.0,29/16.4(05),0.0,,,,,
1989-12,3175,14.4(16),18.0,91.0,2.0,0.0,958.3(03),943.1,6.9,15.8(13),12.4,0.0,0.0,1.0,3.0,12.0,20.0,0.0(24),110.0,0.0,0.0,110.7,22.0,0.0,8.0,1.0,6.1,0.0,9.6,12.2,0.0,924.4(18),18.0,1014.6,1.5,16.0,346.0,2.0,25/17.5(21),0.0,,,,,
1989-13,3175,38.0(07/sep),74.0,61.0,,5.0,971.7(04/ene),946.2,9.0,37.8(01/ago),23.8,78.0,0.0,94.0,15.0,196.0,88.0,-5.8(03/ene),107.0,2.0,2.0,509.1,,23.0,8.0,37.0,6.1,,15.4,21.7,0.0,917.2(25/feb),67.0,1016.4,,,,14.0,26/23.9(25/feb),0.0,,,,,
1990-1,3175,7.8(03),7.0,82.0,0.0,3.0,964.6(21),952.9,0.8,15.0(14),8.4,0.0,0.0,11.0,0.0,13.0,6.0,-4.4(22),78.0,0.0,2.0,29.3,8.0,0.0,6.0,14.0,7.9,0.0,5.9,11.1,1.0,932.9(27),6.0,1026.3,5.3,55.0,415.0,0.0,22/13.1(29),0.0,,,,,
1990-2,3175,0.4(06),5.0,75.0,0.0,2.0,962.9(22),952.3,3.7,22.4(27),8.0,0.0,0.0,7.0,0.0,16.0,1.0,0.4(15),94.0,0.0,1.0,0.4,1.0,0.0,7.0,0.0,10.0,0.0,10.1,16.6,0.0,943.6(01),0.0,1024.3,6.9,64.0,698.0,1.0,27/17.5(12),0.0,,,,,
1990-3,3175,18.0(30),,60.0,0.0,2.0,967.3(05),954.2,4.2,26.0(21),12.0,0.0,0.0,,3.0,,5.0,-2.4(27),84.0,0.0,1.0,51.6,5.0,0.0,11.0,4.0,11.5,0.0,10.8,17.5,0.0,945.1(01),4.0,1026.1,,,1306.0,0.0,06/15.0(03),0.0,,,,,
1990-4,3175,8.5(05),9.0,69.0,,0.0,956.2(18),943.6,5.3,21.1(27),9.0,0.0,0.0,1.0,0.0,20.0,12.0,0.5(21),93.0,0.0,0.0,35.7,,1.0,9.0,0.0,10.9,,10.6,15.9,0.0,925.8(06),8.0,1014.7,5.1,39.0,1446.0,2.0,24/18.1(06),0.0,,,,,
1990-5,3175,9.8(12),3.0,56.0,0.0,1.0,953.3(28),945.2,9.2,30.0(30),12.0,2.0,0.0,6.0,0.0,22.0,7.0,6.0(03),118.0,0.0,0.0,34.3,7.0,3.0,8.0,0.0,16.6,0.0,16.7,24.1,0.0,936.9(22),7.0,1014.5,9.3,64.0,2504.0,0.0,26/12.2(07),0.0,,,,,
1990-6,3175,3.0(25),0.0,37.0,0.0,0.0,949.5(25),943.5,14.0,36.5(24),18.5,16.0,0.0,12.0,0.0,18.0,2.0,10.0(06),108.0,0.0,0.0,3.2,3.0,1.0,9.0,0.0,24.4,0.0,21.9,29.8,0.0,935.4(04),1.0,1011.3,11.2,74.0,3941.0,1.0,23/16.4(26),0.0,,,,,
1990-7,3175,2.9(27),0.0,38.0,0.0,0.0,952.5(16),946.2,18.0,37.5(19),24.3,28.0,0.0,19.0,0.0,12.0,2.0,13.0(29),138.0,0.0,0.0,3.1,2.0,1.0,8.0,0.0,23.2,0.0,25.8,33.4,0.0,939.8(13),1.0,1013.4,11.0,74.0,4437.0,1.0,21/21.7(23),0.0,,,,,
1990-8,3175,7.6(30),0.0,40.0,0.0,0.0,952.5(04),946.9,18.6,36.5(01),21.6,29.0,0.0,10.0,0.0,21.0,4.0,12.6(31),133.0,0.0,0.0,20.7,5.0,6.0,8.0,0.0,26.5,0.0,25.4,32.1,0.0,942.3(06),4.0,1014.4,10.2,74.0,3977.0,0.0,09/13.9(02),0.0,,,,,
1990-9,3175,18.4(08),3.0,54.0,0.0,0.0,954.0(28),946.1,15.5,32.6(06),18.8,7.0,0.0,2.0,1.0,25.0,5.0,12.0(24),141.0,0.0,0.0,30.3,6.0,2.0,7.0,0.0,21.5,0.0,21.5,27.5,0.0,940.4(25),4.0,1014.5,7.2,57.0,2191.0,0.0,17/13.9(08),0.0,,,,,
1990-10,3175,19.9(22),14.0,68.0,0.0,0.0,953.6(05),943.2,9.8,26.0(02),14.5,0.0,0.0,4.0,2.0,13.0,10.0,3.5(09),116.0,0.0,0.0,48.0,12.0,0.0,10.0,0.0,13.6,0.0,14.5,19.2,0.0,933.9(18),7.0,1013.3,4.7,41.0,1399.0,1.0,35/16.4(07),0.0,,,,,
1990-11,3175,10.0(07),7.0,75.0,0.0,0.0,958.5(15),945.5,3.6,21.7(16),12.5,0.0,0.0,9.0,1.0,14.0,8.0,-1.8(30),89.0,0.0,0.0,33.1,11.0,0.0,7.0,3.0,8.2,0.0,8.9,14.1,0.0,927.1(24),5.0,1017.4,5.9,59.0,681.0,0.0,26/12.2(23),0.0,,,,,
1990-12,3175,7.8(08),8.0,76.0,,3.0,956.2(30),947.6,-0.2,12.8(01),7.0,0.0,0.0,9.0,0.0,14.0,8.0,-6.0(15),67.0,0.0,2.0,13.1,,0.0,6.0,20.0,4.2,,4.5,9.1,0.0,929.6(08),4.0,1020.9,4.3,46.0,677.0,1.0,36/15.3(11),0.0,,,,,
1990-13,3175,19.9(22/oct),,61.0,,11.0,967.3(05/mar),947.3,8.5,37.5(19/jul),24.3,82.0,0.0,,7.0,,70.0,-6.0(15/dic),105.0,0.0,6.0,302.8,,14.0,8.0,41.0,4.2,,14.7,20.9,1.0,925.8(06/abr),51.0,1017.6,,,23672.0,7.0,21/21.7(23/jul),0.0,,,,,
1991-1,3175,4.7(07),10.0,76.0,,4.0,960.0(19),952.4,1.0,13.2(10),8.3,0.0,0.0,6.0,0.0,15.0,7.0,-4.7(15),70.0,0.0,1.0,10.3,,0.0,7.0,14.0,4.1,,5.1,9.2,0.0,942.5(14),3.0,1025.9,3.5,36.0,611.0,0.0,04/14.7(20),0.0,,,,,
1991-2,3175,22.7(18),10.0,76.0,0.0,1.0,958.0(23),944.8,0.6,18.0(25),5.6,0.0,0.0,4.0,2.0,14.0,9.0,-7.0(15),70.0,0.0,1.0,57.2,8.0,0.0,6.0,11.0,3.0,2.0,5.4,10.2,0.0,928.4(17),8.0,1017.6,4.4,41.0,739.0,0.0,29/14.7(07),0.0,,,,,
1991-3,3175,8.3(05),13.0,71.0,0.0,0.0,958.0(19),940.0,5.6,21.7(20),8.5,0.0,0.0,0.0,0.0,18.0,10.0,1.8(18),90.0,0.0,0.0,40.9,14.0,1.0,9.0,0.0,9.5,0.0,10.2,14.8,0.0,909.6(07),9.0,1011.0,4.0,34.0,980.0,3.0,36/20.6(24),0.0,,,,,
1991-4,3175,16.7(14),4.0,52.0,,0.0,953.8(09),944.6,4.6,24.0(30),10.2,0.0,0.0,5.0,1.0,21.0,5.0,0.8(04),73.0,0.0,0.0,29.8,,0.0,6.0,0.0,12.0,,11.1,17.6,0.0,933.9(17),4.0,1015.6,7.9,59.0,1725.0,0.0,23/14.4(04),0.0,,,,,
1991-5,3175,6.3(31),1.0,42.0,0.0,0.0,960.9(22),946.2,7.5,29.5(25),14.0,0.0,0.0,10.0,0.0,20.0,3.0,-0.2(06),78.0,0.0,0.0,8.7,4.0,2.0,10.0,1.0,13.6,0.0,15.0,22.4,0.0,935.6(08),2.0,1016.2,9.7,67.0,2446.0,2.0,35/20.0(01),0.0,,,,,
1991-6,3175,10.1(15),3.0,39.0,0.0,0.0,952.9(23),945.2,14.9,35.8(25),19.7,16.0,0.0,12.0,1.0,15.0,2.0,9.9(08),110.0,0.0,0.0,10.3,2.0,1.0,8.0,0.0,22.1,0.0,22.2,29.5,0.0,938.2(07),1.0,1013.2,9.6,64.0,3500.0,2.0,20/21.4(15),0.0,,,,,
1991-7,3175,11.5(01),2.0,39.0,0.0,0.0,952.3(08),944.9,17.4,38.9(16),22.3,22.0,0.0,9.0,1.0,20.0,2.0,10.9(06),134.0,0.0,0.0,17.7,2.0,2.0,8.0,0.0,23.0,0.0,25.0,32.6,0.0,935.9(28),2.0,1012.2,9.3,63.0,3602.0,1.0,22/30.3(20),1.0,,,,,
1991-8,3175,2.4(17),0.0,40.0,0.0,0.0,951.4(08),946.1,18.4,38.5(06),22.5,26.0,0.0,17.0,0.0,14.0,1.0,12.2(09),149.0,0.0,0.0,2.4,2.0,1.0,7.0,0.0,26.1,0.0,26.0,33.5,0.0,940.7(21),1.0,1013.2,10.3,75.0,3882.0,0.0,27/14.4(17),0.0,,,,,
1991-9,3175,9.2(28),3.0,55.0,0.0,0.0,952.7(17),945.7,14.8,34.5(18),19.6,12.0,0.0,5.0,0.0,22.0,6.0,6.8(27),145.0,0.0,0.0,19.3,8.0,2.0,6.0,0.0,14.8,0.0,21.2,27.6,0.0,929.8(28),5.0,1014.1,6.9,55.0,2256.0,1.0,23/15.3(28),0.0,,,,,
1991-10,3175,23.5(09),13.0,72.0,0.0,0.0,955.0(03),945.2,7.4,25.5(05),12.0,0.0,0.0,8.0,3.0,10.0,10.0,1.5(22),102.0,0.0,0.0,70.0,14.0,2.0,6.0,0.0,10.6,0.0,11.9,16.5,0.0,932.3(10),7.0,1016.2,4.0,35.0,917.0,0.0,25/12.8(08),0.0,,,,,
1991-11,3175,8.5(29),7.0,72.0,0.0,2.0,960.2(07),947.6,3.1,19.0(01),11.0,0.0,0.0,6.0,0.0,17.0,7.0,-4.8(24),85.0,0.0,1.0,20.5,8.0,0.0,8.0,5.0,8.8,0.0,8.5,13.8,0.0,937.8(15),4.0,1019.7,4.6,46.0,1018.0,2.0,27/16.9(15),0.0,,,,,
1991-12,3175,6.1(14),11.0,81.0,0.0,4.0,963.5(26),954.2,1.4,16.0(23),7.8,0.0,0.0,11.0,0.0,9.0,4.0,-3.6(31),78.0,0.0,1.0,10.0,8.0,0.0,4.0,11.0,4.8,0.0,6.2,11.0,2.0,938.9(01),2.0,1027.5,3.4,36.0,428.0,0.0,15/9.7(13),0.0,,,,,
1991-13,3175,23.5(09/oct),77.0,60.0,,11.0,963.5(26/dic),946.4,8.1,38.9(16/jul),22.5,76.0,0.0,93.0,8.0,195.0,66.0,-7.0(15/feb),99.0,0.0,4.0,297.1,,11.0,7.0,42.0,3.0,,14.0,19.9,2.0,909.6(07/mar),48.0,1016.9,6.5,51.0,22104.0,11.0,22/30.3(20/jul),1.0,,,,,
1992-1,3175,2.4(09),,76.0,0.0,4.0,,,-2.1,13.0(08),4.6,0.0,,,0.0,,3.0,-5.4(21),62.0,0.0,,4.6,3.0,0.0,6.0,26.0,1.2,0.0,3.5,9.1,,,3.0,,,,460.0,0.0,05/15.0(26),0.0,,,,,
1992-2,3175,4.8(19),,63.0,0.0,2.0,,,-1.1,19.4(04),4.0,0.0,,,0.0,,4.0,-5.4(04),61.0,0.0,,10.9,2.0,0.0,6.0,21.0,5.8,2.0,6.1,13.3,,,4.0,,,,843.0,1.0,05/16.4(20),0.0,,,,,
1992-3,3175,7.3(30),,53.0,0.0,0.0,,,3.3,25.0(21),9.2,0.0,,,0.0,,3.0,-2.6(29),66.0,0.0,,7.7,7.0,0.0,12.0,2.0,9.2,0.0,10.1,16.9,,,1.0,,,,1796.0,8.0,30/20.8(31),0.0,,,,,
1992-4,3175,10.9(03),,51.0,0.0,0.0,,,6.3,27.5(27),11.2,0.0,,,1.0,,4.0,0.4(06),79.0,0.0,,18.3,7.0,0.0,14.0,0.0,9.4,0.0,13.2,20.0,,,3.0,,,,2227.0,4.0,36/18.3(08),0.0,,,,,
1992-5,3175,14.3(29),,62.0,0.0,0.0,,,11.5,32.0(16),15.6,4.0,,,2.0,,6.0,4.5(03),144.0,0.0,,49.0,9.0,2.0,11.0,0.0,16.0,0.0,18.3,25.1,,,6.0,,,,2256.0,5.0,23/19.4(23),0.0,,,,,
1992-6,3175,21.0(22),,66.0,0.0,1.0,,,11.9,30.4(27),19.2,3.0,,,3.0,,8.0,6.5(10),134.0,0.0,,58.0,9.0,4.0,11.0,0.0,17.0,0.0,17.2,22.5,,,6.0,,,,1964.0,1.0,05/18.9(16),0.0,,,,,
1992-7,3175,14.0(15),,48.0,0.0,0.0,,,17.8,37.5(19),22.2,22.0,,,2.0,,3.0,12.0(06),164.0,0.0,,26.1,4.0,3.0,10.0,0.0,25.0,0.0,25.2,32.6,,,2.0,,,,3534.0,3.0,08/20.6(30),0.0,,,,,
1992-8,3175,9.7(02),,46.0,0.0,0.0,,,17.1,37.5(25),23.0,22.0,,,0.0,,7.0,11.5(30),147.0,0.0,,34.0,8.0,8.0,11.0,0.0,22.0,0.0,24.4,31.7,,,6.0,,,,3503.0,4.0,27/25.3(25),1.0,,,,,
1992-9,3175,19.6(25),,45.0,0.0,0.0,,,12.5,34.0(16),17.6,14.0,,,2.0,,3.0,6.9(28),105.0,0.0,,34.4,3.0,1.0,9.0,0.0,17.8,0.0,20.1,27.7,,,2.0,,,,2613.0,2.0,29/21.1(16),0.0,,,,,
1992-10,3175,15.0(16),,69.0,0.0,0.0,,,8.6,25.5(02),16.5,0.0,,,4.0,,13.0,1.2(22),103.0,0.0,,78.9,14.0,1.0,12.0,0.0,12.0,0.0,13.0,17.4,,,12.0,,,,1191.0,,,,,,,,
1992-11,3175,2.3(15),,74.0,0.0,4.0,,,4.1,21.5(07),7.3,0.0,,,0.0,,2.0,0.0(24),95.0,0.0,,2.5,2.0,0.0,5.0,1.0,8.6,0.0,10.3,16.4,,,1.0,,,,607.0,0.0,99/14.4(01),0.0,162.0,,,,
1992-12,3175,8.3(04),,82.0,0.0,2.0,,,3.1,14.5(13),8.5,0.0,,,0.0,,10.0,-3.0(12),85.0,0.0,,22.8,13.0,0.0,11.0,7.0,6.0,0.0,6.9,10.7,,,4.0,,,,590.0,1.0,24/18.6(04),0.0,306.0,,,,
1992-13,3175,21.0(22/jun),,61.0,0.0,13.0,,,7.8,37.5(19/jul),23.0,65.0,,,14.0,,66.0,-5.4(21/ene),104.0,0.0,,347.2,81.0,19.0,10.0,57.0,1.2,2.0,14.0,20.3,,,50.0,,,,21584.0,,,,,,,,
1993-1,3175,0.3(12),,76.0,0.0,5.0,,,-2.1,15.2(26),4.0,0.0,,,0.0,,1.0,-5.5(04),65.0,0.0,,0.3,2.0,0.0,4.0,28.0,3.4,0.0,4.6,11.2,,,0.0,,,,,,,,,,,,
1993-2,3175,12.3(11),,62.0,0.0,0.0,,,0.8,19.0(21),5.6,0.0,,,1.0,,4.0,-6.0(25),64.0,0.0,,18.1,5.0,0.0,11.0,13.0,6.5,0.0,6.7,12.5,,,2.0,,,,,2.0,36/16.4(27),0.0,280.0,,,,
1993-3,3175,7.1(13),,60.0,0.0,0.0,,,2.8,24.5(18),9.5,0.0,,,0.0,,9.0,-4.8(01),77.0,0.0,,19.4,8.0,1.0,7.0,10.0,5.0,1.0,9.7,16.5,,,5.0,,,,,,,,,,,,
1993-4,3175,13.3(25),,54.0,0.0,0.0,,,5.3,26.0(08),10.0,0.0,,,1.0,,9.0,0.5(17),73.0,0.0,,26.1,12.0,2.0,13.0,0.0,10.8,0.0,11.7,18.0,,,6.0,,,,,,,,,,,,
1993-5,3175,33.3(24),,57.0,0.0,0.0,,,9.9,27.5(31),13.0,0.0,,,2.0,,13.0,5.0(20),102.0,1.0,,69.3,16.0,5.0,13.0,0.0,17.0,0.0,15.6,21.3,,,8.0,,,,,1.0,27/16.4(14),0.0,287.0,,,,
1993-6,3175,19.9(05),,,0.0,0.0,,,,,,,,,1.0,,6.0,,,0.0,,37.8,8.0,4.0,10.0,,,0.0,,,,,6.0,,,,,,,,,,,,
1993-7,3175,3.6(01),,,0.0,0.0,,,16.3,38.4(29),20.5,23.0,,,0.0,,1.0,10.5(11),,0.0,,3.6,2.0,2.0,11.0,0.0,25.0,0.0,24.3,32.3,,,1.0,,,,,,,,,,,,
1993-8,3175,2.0(06),,,0.0,0.0,,,16.6,40.8(20),22.0,23.0,,,0.0,,5.0,9.8(29),,0.0,,5.1,5.0,5.0,11.0,0.0,22.0,0.0,24.3,32.0,,,2.0,,,,,4.0,21/28.3(06),1.0,278.0,,,,
1993-9,3175,10.6(21),,,0.0,1.0,,,11.5,32.0(02),16.5,3.0,,,1.0,,3.0,5.2(29),,0.0,,16.1,9.0,2.0,13.0,0.0,18.2,0.0,17.8,24.1,,,3.0,,,,,3.0,26/17.5(12),0.0,313.0,,,,
1993-10,3175,28.4(09),,,0.0,0.0,,,7.9,22.4(04),13.0,0.0,,,4.0,,19.0,2.5(24),,0.0,,134.9,19.0,0.0,15.0,0.0,9.2,0.0,11.8,15.6,,,15.0,,,,,5.0,25/19.4(01),0.0,352.0,,,,
1993-11,3175,17.9(03),,,0.0,1.0,,,3.8,18.4(01),11.2,0.0,,,1.0,,8.0,-2.6(21),,0.0,,36.1,11.0,0.0,8.0,8.0,9.0,0.0,8.3,12.8,,,6.0,,,,,0.0,05/11.4(15),0.0,201.0,,,,
1993-12,3175,0.6(14),,,0.0,9.0,,,2.0,15.2(26),8.2,0.0,,,0.0,,4.0,-4.0(23),,0.0,,1.5,6.0,0.0,8.0,6.0,5.0,0.0,6.2,10.4,,,0.0,,,,,2.0,27/17.5(25),0.0,209.0,,,,
1993-13,3175,33.3(24/may),,,0.0,16.0,,,,,,,,,11.0,,82.0,,,1.0,,368.3,103.0,21.0,10.0,,,1.0,,,,,54.0,,,,,,,,,,,,
1994-1,3175,8.0(09),,,1.0,0.0,,,0.6,17.4(29),8.4,0.0,,,0.0,,7.0,-4.6(19),,0.0,,23.6,6.0,0.0,12.0,16.0,5.2,0.0,6.0,11.3,,,5.0,,,,,3.0,21/20.6(10),0.0,294.0,,,,
1994-2,3175,8.8(27),,,0.0,0.0,,,1.0,19.0(26),7.0,0.0,,,0.0,,11.0,-5.0(06),,0.0,,34.2,11.0,0.0,12.0,13.0,5.5,0.0,6.6,12.3,,,10.0,,,,,0.0,26/15.0(23),0.0,266.0,,,,
1994-3,3175,0.0(--),,,0.0,0.0,,,5.1,25.6(25),10.5,0.0,,,0.0,,0.0,1.0(02),,0.0,,0.0,0.0,0.0,9.0,0.0,16.2,0.0,12.9,20.6,,,0.0,,,,,0.0,05/12.8(06),0.0,228.0,,,,
1994-4,3175,18.3(23),,,0.0,0.0,,,4.5,28.8(30),12.4,0.0,,,1.0,,6.0,-1.0(12),,0.0,,26.7,6.0,1.0,13.0,4.0,10.6,0.0,11.5,18.5,,,4.0,,,,,1.0,30/16.1(01),0.0,322.0,,,,
1994-5,3175,17.8(13),,,1.0,0.0,,,10.3,32.2(31),13.6,6.0,,,1.0,,11.0,6.8(17),,0.0,,53.2,11.0,1.0,13.0,0.0,14.5,0.0,16.9,23.5,,,7.0,,,,,0.0,23/14.2(17),0.0,293.0,,,,
1994-6,3175,3.7(01),,,0.0,0.0,,,13.7,40.0(30),19.4,19.0,,,0.0,,2.0,9.2(12),,0.0,,5.8,4.0,3.0,13.0,0.0,22.8,0.0,22.2,30.6,,,2.0,,,,,0.0,04/14.4(12),0.0,307.0,,,,
1994-7,3175,5.0(28),,,0.0,0.0,,,18.3,38.2(10),23.6,30.0,,,0.0,,4.0,12.2(18),,0.0,,6.5,4.0,2.0,12.0,0.0,29.5,0.0,27.1,35.9,,,1.0,,,,,3.0,19/25.8(15),1.0,281.0,,,,
1994-8,3175,0.2(20),,,0.0,0.0,,,17.7,38.0(19),21.5,28.0,,,0.0,,1.0,12.8(11),,0.0,,0.2,2.0,0.0,15.0,0.0,26.1,0.0,26.2,34.6,,,0.0,,,,,3.0,24/16.4(09),0.0,320.0,,,,
1994-9,3175,7.9(23),,,0.0,0.0,,,11.3,33.4(03),17.0,7.0,,,0.0,,6.0,4.4(22),,0.0,,11.5,6.0,1.0,11.0,0.0,17.0,0.0,18.4,25.4,,,2.0,,,,,2.0,23/20.6(14),0.0,281.0,,,,
1994-10,3175,11.7(14),,,0.0,2.0,,,9.8,25.8(13),13.8,0.0,,,1.0,,12.0,4.4(31),,0.0,,30.1,13.0,2.0,9.0,0.0,16.5,0.0,15.2,20.7,,,7.0,,,,,2.0,24/17.5(22),0.0,213.0,,,,
1994-11,3175,12.3(08),,,0.0,5.0,,,5.3,21.4(25),10.4,0.0,,,2.0,,7.0,0.4(27),,0.0,,45.3,8.0,0.0,7.0,0.0,10.6,0.0,11.0,16.6,,,7.0,,,,,1.0,33/16.4(12),0.0,190.0,,,,
1994-12,3175,4.7(31),,,0.0,8.0,,,1.4,19.0(12),9.5,0.0,,,0.0,,4.0,-7.2(26),,0.0,,10.1,7.0,0.0,7.0,9.0,4.0,0.0,6.3,11.1,,,3.0,,,,,2.0,24/22.5(31),0.0,191.0,,,,
1994-13,3175,18.3(23/abr),,,2.0,15.0,,,8.3,40.0(30/jun),23.6,90.0,,,5.0,,71.0,-7.2(26/dic),,0.0,,247.2,78.0,10.0,11.0,42.0,4.0,0.0,15.0,21.8,,,48.0,,,,,17.0,19/25.8(15/jul),1.0,266.0,,,,
1995-1,3175,3.7(18),,,0.0,2.0,,,-0.2,15.8(25),9.6,0.0,,,0.0,,3.0,-5.5(12),,0.0,,7.4,6.0,0.0,12.0,16.0,6.4,0.0,5.7,11.5,,,2.0,,,,,6.0,24/20.6(01),0.0,301.0,,,,
1995-2,3175,30.3(12),,,0.0,4.0,,,2.8,20.2(24),10.2,0.0,,,1.0,,8.0,-2.5(11),,1.0,,34.6,8.0,0.0,10.0,9.0,8.2,0.0,8.5,14.2,,,2.0,,,,,3.0,28/18.3(26),0.0,282.0,,,,
1995-3,3175,0.4(10),,,0.0,0.0,,,2.5,23.4(25),8.5,0.0,,,0.0,,1.0,-2.6(07),,0.0,,0.4,4.0,1.0,12.0,7.0,11.5,0.0,10.5,18.5,,,0.0,,,,,3.0,31/19.4(03),0.0,303.0,,,,
1995-4,3175,8.5(27),,,1.0,0.0,,,5.5,28.5(09),10.5,0.0,,,0.0,,4.0,-1.6(23),,0.0,,10.4,5.0,0.0,10.0,4.0,11.0,0.0,13.6,21.6,,,1.0,,,,,3.0,04/20.6(14),0.0,237.0,,,,
1995-5,3175,10.8(08),,,0.0,0.0,,,11.5,32.0(28),15.8,2.0,,,1.0,,9.0,4.0(13),,0.0,,29.6,12.0,4.0,13.0,0.0,19.0,0.0,18.8,26.0,,,5.0,,,,,4.0,27/23.6(11),0.0,291.0,,,,
1995-6,3175,18.9(30),,,0.0,0.0,,,14.5,34.2(19),19.5,15.0,,,3.0,,10.0,7.6(01),,0.0,,55.8,12.0,8.0,11.0,0.0,24.2,0.0,22.1,29.7,,,6.0,,,,,2.0,18/16.4(07),0.0,258.0,,,,
1995-7,3175,16.3(10),,,1.0,0.0,,,18.4,41.6(24),23.5,26.0,,,1.0,,2.0,13.0(05),,0.0,,16.6,2.0,1.0,10.0,0.0,25.2,0.0,26.0,33.7,,,1.0,,,,,3.0,16/21.1(10),0.0,251.0,,,,
1995-8,3175,9.3(10),,,0.0,0.0,,,17.1,36.5(16),21.6,27.0,,,0.0,,4.0,12.4(29),,0.0,,17.0,4.0,3.0,11.0,0.0,28.4,0.0,24.8,32.5,,,3.0,,,,,1.0,27/18.1(10),0.0,281.0,,,,
1995-9,3175,8.3(17),,,1.0,0.0,,,11.3,33.0(02),16.8,3.0,,,0.0,,4.0,5.0(27),,0.0,,17.1,5.0,2.0,12.0,0.0,18.2,0.0,18.0,24.7,,,4.0,,,,,2.0,25/17.5(04),0.0,298.0,,,,
1995-10,3175,3.6(14),,,0.0,0.0,,,10.3,29.6(01),14.6,0.0,,,0.0,,3.0,6.0(30),,0.0,,6.6,7.0,0.0,8.0,0.0,17.4,0.0,17.0,23.7,,,2.0,,,,,0.0,23/13.3(04),0.0,184.0,,,,
1995-11,3175,16.0(10),,,0.0,0.0,,,6.8,24.2(08),14.2,0.0,,,2.0,,10.0,2.6(28),,0.0,,57.0,12.0,0.0,9.0,0.0,10.0,0.0,11.6,16.3,,,10.0,,,,,3.0,19/21.1(10),0.0,244.0,,,,
1995-12,3175,17.7(15),,,0.0,5.0,,,5.2,16.4(24),12.0,0.0,,,4.0,,15.0,0.0(13),,0.0,,94.0,17.0,0.0,11.0,3.0,3.6,1.0,8.3,11.3,,,12.0,,,,,4.0,27/20.6(26),0.0,304.0,,,,
